text,Subjective,Ambiguous,Nonverifiable,Negative,Vague
The architecture comprises a number of interfaces between the different EIRENE-MS elements. These are:,0,1,0,0,0
"When in the Operations State the TCS shall be capable of operating in three modes: normal operations mode, training operations mode, and maintenance operations mode.",1,0,0,0,0
The FDIR shall not take more than 2 msec per minor frame under nominal no-fault conditions.,0,0,0,1,0
The System must at a minimum be able to provide reports for actions on cases organised: By case;By user;In chronological sequence.,0,1,0,0,0
"FTSS shall be compiled, linked and downloaded using Tornado 2 for the NT environment prior to delivery, for all engineering and formal releases.",0,0,0,0,1
Down time after a failure shall not exceed x hours.,0,0,0,1,0
Any implementation of such call restrictions shall not affect international interoperability. (M),0,0,0,0,1
The TCS's operating system and executable software shall be re-programmable without hardware disassembly.,0,0,0,1,0
"In all ICP/PMC1553 IBIT cases, provided the hardware state permits, the FTSS shall log the error and report it in the X-38 telemetry stream.",0,0,0,0,1
"If an ETCS equipped train passes a level transition to one or more levels for which it is not equipped, ETCS shall initiate a brake application.",0,0,0,0,1
"To accommodate the different requirements of the individual railways, the following approach has been adopted: (I)",0,1,0,0,0
Specific environmental test procedures to be followed for EIRENE mobile equipment shall include the following tests as defined in the [IEC 68] series: (M),0,1,0,0,0
The following functions will be provided: Call related functions,1,0,0,0,0
The timestamps shall also be congruent across all active processors in the case of a broadcast.,0,0,0,0,1
The system should be designed in manner that operational data is not lost in case of any failure of equipment or communication network.,1,0,0,0,0
Primary CDN has already acquired sufficient external resources.,0,0,1,0,0
"System safety and health hazards, if any, shall be identified and evaluated during Phase I of the TCS development.",0,0,0,0,1
The lowest priority ongoing call shall be pre-empted before that of a higher priority. (M),0,0,0,0,1
All mobiles shall be capable of operation in the following frequency bands: (M),0,1,0,0,0
The TCS shall have the capability to receive data from and control payloads on an AV that is being controlled from another TCS.,0,0,0,0,1
The system shall utilize interchangeable plugins.,0,0,1,0,0
Set-up times shall include the time required for any translation of functional numbers internal to the EIRENE network. (M),1,0,1,0,0
The Separation Elapsed Time shall not rollover for 1 day.,0,0,0,1,0
"In normal operation of a mobile radio unit, it is expected that a combination of the above environmental conditions will be experienced. (I)",1,0,0,0,0
The TCS will have the capability to manage all operational C4I interfaces across all 5 levels of interaction.,0,0,0,0,1
"Data terminal control shall include, but is not limited to, antenna pointing control, transmitter control, and receiver control.",0,0,0,1,0
A Railway emergency call shall be initiated by using the appropriate function code for the required type of Railway emergency call (see Table 9-8). (M),0,1,1,0,0
The NE shall implement in microcode support commands to aid in debugging new NEs and for performing stand-alone diagnostics and self-tests.,0,0,1,0,0
Incoming calls to the Cab radio shall be routed to the correct on-train user or device using information contained in the sub-addressing field. (M),0,1,0,0,0
The Mission Elapsed Time shall not rollover for 30 days.,0,0,0,1,0
The Reversing function shall only be possible in one active cab which is not closed at any time during the procedure.,0,0,0,0,1
There are no special communication interface requirements,0,1,0,1,0
"Have an open format for data storage and interaction, allows easy extension by third parties",1,0,0,0,0
The FTSS shall configure each FCP to continue processing if any of the Power-up or Initial BIT tests fail.,0,0,0,0,1
"The TCS shall export and disseminate formatted NITF 2.0 files, digital imagery (if applicable), RS-170A video (with as well as without overlay), and tactical communication messages.",0,0,0,1,0
The TCS shall notify the operator of all discrepancies found during the mission plan check as well as indicate successful completion of the mission plan check.,0,0,0,0,1
The functionality described in 11.3.9i should also be available for other types of mobiles. (O),0,1,0,0,0
The Operations State modes shall not exist concurrently.,0,0,0,1,0
The TCS shall be air transportable by helicopter ( /CH-53D) and C-130 drive-on/drive-off capable.,0,1,0,0,0
Each national railway is responsible for implementing a suitable recovery mechanism and ensuring that the use of unverified functional numbers is prevented. (I),0,1,1,0,0
The product shall be intuitive and self-explanatory.,1,0,1,0,0
"Final storage locations for the data types is presented here, along with a description of the different databases that are available.",0,1,0,0,0
The appearance of the product shall appear professional,1,0,1,0,0
Individual profiles for each user,0,0,0,0,1
Further information on cell dependent routing for location dependent addressing may be obtained from [MORANE SSRS] [MORANE LDA FFFS] [MORANE LDA FIS]. (I),0,1,0,0,0
The flight NE shall be capable of complying with all of the performance specified herein while not operating during all specified levels.,0,0,0,1,1
The maximum time-out value shall be 327.68 microseconds (256 counts of the least significant bit of the fault tolerant clock which is 1.28 microseconds).,0,1,1,0,1
"The controller equipment must be designed to function correctly in a railway operating environment, such as control centres and signal boxes. (I)",0,0,1,0,0
"The following high-level data requirements are necessary to ensure that the data being collected, analyzed, and reported to support OM are clearly defined.",0,1,0,0,0
Group call service areas shall be freely configurable within the operational responsibility of each railway network. (M),0,1,0,0,1
TCS shall be capable of executing workstation and peripheral equipment maintenance software and displaying appropriate status results.,0,1,1,0,0
"The TCS shall provide the capability to simultaneously view imagery as well as data from more than one payload, when applicable.",0,0,0,0,1
The Operational radio shall be capable of withstanding exposure to extreme environmental conditions [IEC 721 part 1]. (M),0,1,0,0,0
Systems supporting OM should have the ability to produce individual reports for each emergency team member or investigator.,0,1,0,0,0
The batteries to be used in the mobile equipment shall have sufficient capacity to support typical railway use. (M) Electromagnetic Compatibility,1,0,0,0,0
The aerial and any other equipment mounted external to the train shall be capable of withstanding extremes of temperature from -40C to +70C. (M),0,1,0,0,0
"Controls shall be designed for use in a wide range of conditions, eg splash proof and suitable for viewing in direct sunlight and in darkness. (M)",0,0,1,0,0
The FTSS shall configure each FCP to halt processing if any of the MPE tests fail.,0,0,0,0,1
Information shall be recorded to an accuracy which enables a clear view of the functioning of ETCS and way the traction unit has been driven.,1,0,0,0,0
The test shall require no action on the part of the driver.,1,0,0,0,0
It shall be possible for authorised subscribers of fixed and mobile networks to call mobiles using the appropriate MSISDN number. (M),0,1,1,0,0
The General purpose radio should be suitable for use with a car adapter kit. (O),1,0,0,0,0
"For the purposes of defining common subscription profiles, a number of subscription types might be used, for example: (I)",0,1,0,0,0
"Transitions which occur while the train is stationary, shall be initiated automatically or manually as appropriate.",0,0,1,0,0
The NITF 2.0 imagery files generated by the TCS shall contain the necessary telemetry and support data to permit subsequent imagery exploitation by C4I systems.,0,0,1,0,0
Communication services shall deliver messages in the same order at each member of a virtual group.,0,0,0,0,1
Railway networks may implement a short message service centre to be interfaced to the GSM network in order to support railway specific messaging applications. (I),0,1,0,0,0
The NE shall place a timestamp in the input information block of each packet successfully delivered to an FCP or ICP.,0,0,0,0,1
The onboard shall be capable to switch to another ETCS status when transmitted from trackside,0,0,0,0,1
Case investigation should be supported by reusable questionnaire libraries that use common terminology (where available) to maximize the efficiency of data exchange.,0,1,0,0,0
The System should allow a user to stipulate which other users or groups can access cases.,0,0,0,0,1
"The International EIRENE Number shall consist of three distinct parts, as shown in figure 9-2: (M)",0,1,0,0,0
"The system shall perform the all operations on tasks in the context of the ""current"" project defined in R1.04.13",0,0,0,0,1
"At Start Up, the on board equipment shall perform an automatic self-test.",1,0,0,0,0
5.2.2ii Picking up the handset shall transfer the communication to the handset and reduce the loudspeaker volume to its minimum level. (M),0,1,0,0,0
"Redundancy Management shall be able to accommodate power up of all 5 channels and maintain all 5 NEs active, assuming no failures.",0,0,0,0,1
Copyright and other security measures for Get Real should be the same as the OUS site.,0,1,0,0,0
Systems supporting OM should provide a manual or automatic means of updating the status of case records as the case definition changes.,0,1,0,0,0
The FTSS shall configure each ICP to continue processing if any of the Power-up or Initial BIT tests fail.,0,0,0,0,1
The logical architecture comprises a number of interfaces between the different EIRENE-MS elements. These are:,0,1,0,0,0
The user must undo and redo its last thousand actions.,0,1,0,0,0
The product shall respond fast to keep up-to-date data in the display.,1,0,0,0,0
A visual indication shall be provided to the user if the network service is no longer available. (M),0,0,1,0,0
Staff members shall be able to complete a set of tasks in a timely manner.,0,1,0,0,0
The Scheduler shall support three rate groups:,0,0,1,0,0
"Upon receipt of the call establishment request, the radio shall retrieve the stored number for the appropriate controller from the SIM or other storage location. (M)",0,1,1,0,0
A de-clutter capability shall be provided that allows the operator to display only a selected number of the most significant threats.,0,1,0,0,0
System Initialization shall align processor state and congruent aligned memory locations. Processor state includes all registers. It also includes those timers used by FTSS.,0,0,0,0,1
Each railway should define a suitable time-out interval to be applied as part of the deregistration procedure for on-train functional numbers. (O),0,1,1,0,0
"The prefix ""Auto-Type:"" is required in front of each sequence",0,1,0,0,0
Only collision estimators shall search for recycled parts. Users without the collision estimator role shall not have access to the search for recycled parts.,0,0,0,1,0
The Technical Owner/Lead shall provide signoff before any [SYSTEM NAME] build can be deployed to the production environment.,0,1,0,0,0
The CBIT shall be executed without interfering with the normal execution of the application tasks.,1,0,0,1,0
"Where available, an alphanumeric description of the identity of the connected party shall be displayed. (M)",1,0,1,0,0
"As a minimum, call routing using location dependent addressing shall be based on the use of short codes in conjunction with cell dependent routing. (M)",0,1,0,0,0
"In some countries, train numbers are alphanumeric. Support for such numbers is not required for interoperability. (I)",0,0,0,1,1
Each FTPP shall consist of five (5) NEs (one for each FCC and one for the NEFU) and FTSS software.,0,0,0,0,1
TCS shall provide the capability to monitor the status of all AV subsystems reporting status.,0,0,0,0,1
Environmental testing procedures shall follow guidelines defined in [IEC 68 part 1]. (M),0,1,0,0,0
An audible and visual indication shall be provided to the user that the call is proceeding. (M),0,0,1,0,0
"If shunting mode is implemented, the link assurance button shall be designed to avoid accidental use. (M)",0,1,0,0,0
All Gemini Software must be designed with human engineering requirements under consideration. The human engineering requirements for Gemini Software include:,0,1,0,0,0
The system shall be able to search for a specified product in less than 1 second.,0,1,0,0,0
"For each mission mode, the congruent and non-congruent memory boundaries shall be known and fixed.",0,0,0,0,1
"The shunting group may comprise a shunting leader, a shunting driver, a controller and up to three additional personnel (the shunting members). (I)",0,1,0,0,0
Open a previous saved game.,0,1,0,0,0
.50i It is not possible for the driver to speak as part of the call when receiving a broadcast call. (I),1,0,1,1,0
Deregistration of a functional number shall not be carried out until registration of the functional number has been carried out and confirmed as being successful. (M),0,1,0,1,0
Validate an order without knowledge of other orders,0,0,0,1,0
"The TCS shall have the functionality to develop an estimate of the error in computed target coordinates, and associate the error estimate with the appropriate target.",0,1,1,0,0
"Memory alignment shall reset the watchdog timer such that, in the absence of a fault, the timer never expires and resets the processor.",0,0,0,1,0
Interconnection of EIRENE networks is required to allow international call routing. It is not envisaged that any routing database information is exchanged between EIRENE networks. (I),0,0,0,1,0
The FDIR shall place all fault and recovery information in shared memory for inclusion in the frames that will be telemetred and recorded by the CTC.,0,0,0,0,1
"If the file was correctly updated, there is no ouput. If not, like wrong pemissions or disk full, an error message is displayed.",0,1,1,1,0
Additional guidelines on testing procedures may be taken from [prEN 50129] and [IEC 1508 part 1]. (I),0,1,0,0,0
The THEMAS system shall only respond to temperatures that are within a reasonable value.,0,1,0,0,0
The environmental and physical tolerance of the EIRENE mobile radio units shall be tested at a facility in accordance with [EN 45001]. (M),0,1,0,0,0
"Within each GSM-R network, the following relationships between the MSISDN Subscriber Number and the National EIRENE Number can be identified:",0,1,0,0,0
"If any of the FCP processors are not synchronized, System Initialization in the surviving triplex shall attempt to sync with the failed FCP.",0,0,0,1,1
"In all FCP IBIT cases, provided the hardware state permits, the FTSS shall log the error and report it in the X-38 telemetry stream.",0,0,0,0,1
Compliance to the list of normative documents is mandatory for all of the GSM services necessary to provide the functionality specified in the [EIRENE FRS]. (M),0,1,0,0,0
The system shall detect consecutive failed login attempts.,0,0,1,0,0
One insurance company shall not be able to view another insurance companys claim data.,0,0,0,1,0
The FTSS shall configure each ICP to halt processing if any of the MPE tests fail.,0,0,0,0,1
The system shall be easy to upgrade.,1,0,0,0,0
The system shall be easily updatable for fixes and patches.,1,0,0,0,0
"In the Maintenance Operations Mode, if computer workstation Human Computer Interface (HCI) is required, the TCS shall support the following functions:",0,1,0,0,0
The product shall be easy for a realtor to learn.,0,1,0,0,0
An audible and visual indication shall be provided to the driver that the call is proceeding. (M),0,0,1,0,0
Continuous BIT shall report all diagnosed failures and recovery actions to the application for incorporation in the telemetry stream.,0,0,0,0,1
The user shall be able to select his preferred language for the display; this setting shall be retained by the radio. (M),0,0,0,0,1
The Cab radio shall be capable of handling contention between calls of differing priorities. (M),1,0,0,0,0
The TCS shall monitor the uplink and downlink to each UAV under its control.,0,0,0,0,1
The mean time to view a web page over a 56Kbps modem connection shall not exceed x seconds.,0,0,0,1,0
"The TCS shall, as a minimum, have the functionality to provide the following data monitoring capabilities:",0,0,1,0,0
Time synchronization is commonly required among control subsystems. These commands are to permit appropriate time synchronizations. Times will be provided in IRIG-B format as UTC. TBD,0,1,1,0,0
The Operational radio user shall be protected against all electrical hazards arising from the mobile equipment as defined in [EN 50153]. (M),0,1,0,0,0
"The different observing modes (interactive, queue-based, remote-operations and service) impose constraints on software design.",0,1,0,0,0
"The FTPP system shall configure the Radstone processor to halt processing if any of the MPE tests, mentioned in Table, FCP IBIT Table, fail.",0,0,0,0,1
FTSS shall provide status data to the application about each FCC-MPCC link to the CTC used for command data.,0,0,0,0,1
These constraints recognize that the majority of the expense in changing hardware standards is the cost of the software. Particular constraints are:,0,1,0,0,0
The on board shall supervise the train against a ceiling speed,1,0,0,0,0
Such point-to-point calls shall allow both parties to talk simultaneously. (M) Public emergency voice calls,1,0,0,0,0
When changing to a higher speed level the rear end of the train shall respect the static train speed profile.,1,0,0,0,0
Each Service shall support the TCS as part of the UAV system which is organic to them.,0,0,1,0,0
"If the emergency call function is disabled, a visual indication and short audible indication shall be given when:",1,0,1,0,0
"The CBIT shall be executed at a 50 Hz rate, after all 50 Hz flight critical operations are complete.",0,0,0,0,1
If a train cannot stop at the proposed new target location it shall reject the request and keep the old target location.,1,0,0,0,0
A train shall be supervised to its static and dynamic train speed profiles.,0,0,0,0,1
"Where a change of functional number is required, it shall be possible for the user to initiate the change. (M) Store/retrieve numbers and their details",0,0,1,0,0
The train running number shall consist of a maximum of 8 numeric digits.,0,1,0,0,0
It shall be possible for a driver to initiate and participate in group voice calls between drivers in a pre-defined geographical area. (M),1,0,0,0,0
This section describes the generic voice telephony services which are to be supported by the EIRENE network: (M),1,0,0,0,0
The system shall display the Events in a graph by time.,0,0,1,0,0
"Once the call is terminated, the continuous visual alarm indication in the cab shall cease. (M)",0,0,1,0,0
The ETCS on-board shall be capable of sending to the trackside train integrity information detected by a system outside ETCS,1,0,0,0,0
"a) notification of invalid or out of range application specified parameters on all operations,",0,0,0,0,1
The ETCS trainborne equipment shall be capable of receiving information from the national train control systems by means of the STM.,1,0,0,0,0
"The system shall perform the all operations on project list and projects in the context of the ""current"" project portfolio defined in R1.04.06",0,0,0,0,1
Each railway should have appropriate call-barring facilities to prevent unintended access to the GSM-R network by non-authorised users. (O),0,1,1,0,0
The Development Team shall utilize established open source frameworks instead of proprietary custom components wherever appropriate.,0,0,1,0,0
The maximum length of a message segment shall be 96 characters. A message can include several segments. (M),0,0,1,0,0
The TCS shall support a concurrent uplink and downlink capability.,0,0,1,0,0
"When memory realignment is not permitted, the FTPP system shall maintain, at a minimum, 3 channels of I/O or 2 channels of I/O and the NEFU.",0,0,1,1,0
ETCS shall collect all relevant information concerning train and line speed.,1,0,0,0,0
Function Codes identify the actual user of a mobile. (I),0,1,0,0,0
The TCS shall provide adequate capability to allow the operator to operate each UAV within its certified operational flight envelope.,0,0,0,0,1
No specific testing procedures need to be used on the General purpose radio over and above those given in section 4. (I),0,1,0,1,0
Radio equipment installed in a drivers Cab shall not obstruct the drivers vision or otherwise hinder the safe driving of the train. (M),0,0,0,1,0
"The system shall provide the authorized user with permission ""edit task"" he ability to delete any existing dependency between tasks. This operation must be undoable.",0,0,0,0,1
Call set-up time requirements are dependent mainly upon priority (see section 10.2). (I),1,0,0,0,0
If registration is not successful an audible and visual indication shall be provided. (M),0,1,0,1,0
It shall be possible to register and deregister a stock number in one or both of the following ways: (M),1,0,0,0,0
It shall support normal synchronization following power on or reset,1,0,1,0,0
"Control flow of the four FCPs shall be similar, if not identical.",0,0,0,1,0
"Upon an appropriate MMI action, the radio shall initiate a call to the appropriate controller with 'Railway operation' priority (see section 10.2). (M)",0,1,1,0,0
The Gemini 8m Telescopes software must interface to the external software and clearly the interfaces are fully part of the Gemini 8m Telescopes software.,0,1,0,0,0
"While flying two MAE AVs Beyond Line Of Sight (BLOS), the TCS shall provide full control functionality of each AV.",0,0,0,0,1
"In all error cases, Support Services shall attempt to choose an error-free FCC-MPCC path, switching back and forth between channels if necessary.",0,0,0,0,1
"The program should be user friendly and aesthetically pleasing, appropriately designed for standard business and home software.",1,0,0,0,0
The Service Area shall be defined on a national basis. (M),0,1,0,0,0
"This section not applicable, therefore tailored out.",0,0,0,1,0
The timestamps shall be congruent across all members of the destination FCP.,0,0,0,0,1
Where failure to apply the full service brake is detected the emergency brake shall stop the train in rear of the danger point.,1,0,1,0,0
"Additionally, speech should be possible to allow other mobile users receiving the warning tone to give information. (O)",0,1,0,0,0
Protocols and personnel should be identified to support the set-up and configuration of laptops and other field devices used in OM investigations.,0,1,0,0,0
The system shall be intuitive and self explanatory.,1,0,0,0,0
Each syndrome shall represent an occurrence of the indicated error at some time between delivery of the previous packet and delivery of the current packet.,0,0,0,0,1
"On each ICP/PMC1553, the FTPP system shall configure the Radstone firmware to perform the IBIT tests shown in Table, ICP/PMC1553 IBIT Table.",0,0,0,0,1
Making individualization and adaptation evident: It should be made evident to the user when individualization and/or adaptation are used.,1,0,0,0,0
A Push-To-Talk function shall be provided. The Push-To-Talk function does not need to be a dedicated button. (M),0,0,0,1,0
There is procedure to perform short-term negotiation.,0,0,1,0,0
"During the process of moving from one GSM-R network to another, the system must minimise the inconvenience to the user. (I)",1,0,0,0,1
"For software exceptions, the FTPP system shall then transfer control to a user specified exception handling routine, if one is provided.",0,0,0,0,1
A means to enter and leave shunting mode shall be provided. (M),1,0,0,0,0
"If the specimen/sample collection record does not exist, the laboratory result must be linked to the subject by the Subject ID.",0,0,0,1,0
The audit report shall include the total score of the audit which sums the indivual line items.,0,0,0,0,1
Handheld mobile equipment shall be capable of withstanding the following levels of continuous sinusoidal vibration: (M),0,1,0,0,0
The product shall be able to send meeting notifications via different kinds of end-user specified methods.,0,1,0,0,0
The TCS shall be capable of operating continuously in functional Operation Mode for a minimum of 72 hours.,0,0,1,0,0
Each national railway should obtain a public numbering allocation for MSISDN numbers from the relevant regulatory bodies. (O),0,1,0,0,0
"The FTPP system shall be able to accommodate power up of all 5 channels and maintain all 5 NEs active, assuming no failures.",0,0,0,0,1
The TCS shall display the current search footprint and the search history of the payload on the map.,0,1,0,0,0
If the leads score falls within the medium average then it will be set for manual verification by an Enrollment Coordinator through the eleads system.,0,1,0,0,0
The driver shall be informed if a broadcast call is ongoing by a visual indication displayed on the MMI. (M),0,0,1,0,0
"Systems supporting OM should be able to exchange messages for laboratory results with systems supporting surveillance, early event detection (EED), and other preparedness areas.",0,1,0,0,0
The DMI shall display or be compatible with information from national train control systems. This may mean displaying the information shown by the national system.,1,0,0,0,0
Redundancy Management shall reintegrate a failed FCP processor with the FCP virtual group when alignment is permitted and when the processor failure is not permanent.,0,0,0,1,0
"Systems supporting OM should support multiple file formats for import and export, such as databases, spreadsheets, messages, and text files, among others",0,1,0,0,0
"The presence test shall also ascertain that all processors are executing the same 50 Hz, 10 Hz and 1 Hz frames.",0,0,0,0,1
The TCS shall have an uninterrupted power supply for critical phases (landing and takeoff as a minimum) of mission execution.,0,0,1,0,0
"The TCS shall provide the capability to enter AV preset limits which, as a minimum, will include airspeed limits, altitude limits, and fuel limits.",0,0,1,0,0
The system should run on multiple browsers,0,0,1,0,0
A subgroup cannot be created when no group is selected,0,0,0,1,0
"The Operational radio shall operate as a standard GSM terminal, supplying mobile services as defined in section 4. (M)",0,1,0,0,0
The Operational radio should be capable of withstanding exposure to the following extreme environmental conditions: (O),0,0,1,0,0
"The TCS shall minimize alphanumeric data display in favor of graphic, pictorial information display",0,0,1,0,0
"The flight route plan, as a minimum, shall provide the necessary AV commands to autonomously execute a programmed flight and return to a designated recovery area.",0,0,1,0,0
"Default values shall be harmonised values, permanently stored in all ERTMS/ETCS on board equipment",1,0,0,0,0
The MMI on/off control shall be designed to prevent accidental activation/ deactivation. (M),1,0,0,0,0
"On each MPCC, the FTPP system shall configure the Radstone firmware to perform the IBIT tests shown in Table, MPCC IBIT Table.",0,0,0,0,1
"Unless otherwise indicated at time of entry, calls from the stored numbers list shall be initiated as voice calls. (M)",0,1,0,0,0
It shall be possible to use multiple traction units without isolating the ETCS trainborne equipment on traction unit(s) with an in-operative cab.,0,0,1,0,0
The DBMS for the PMS data storage must be available and provide enough user licensees to ensure full functionality of the PMS.,0,0,0,0,1
"When a majority, but not a unanimity, of FCP members are observed with packets in their output buffers, a time-out shall be initiated.",0,0,0,1,0
"In normal operation of a mobile radio unit, it shall be expected that a combination of the above environmental conditions will be experienced. (M)",0,1,0,0,0
"At this point, the radio will be able to receive all calls initiated using the telephone number or appropriate group call number. (I)",0,0,1,0,0
The MET shall be congruent across all FCP members.,0,0,0,0,1
"Each MPCC is configured to halt processing if any of the MPE tests, listed in Table 3.2-5, fails.",0,0,0,0,1
The shall provide the functionality to have a maximum delay time of 1 second from operator command to system acknowledgement and response.[SSS 559],0,0,1,0,0
"Recovery of the TCS HWCIs shall include startup of HWCIs, download of software, startup of CSCIs, and establishment of the state of readiness of all interfaces.",0,0,0,0,1
Heating Unit Signal Cooling Unit Signal Unit Status System Events,0,1,0,0,0
If the release speed is calculated on board it shall ensure that the train will stop before reaching the danger point,1,0,0,0,0
It is the responsibility of each individual GSM-R operator to acquire a public domain NDC from their national telecommunications regulator. (I),0,1,0,0,0
It shall not be necessary to scrub that area used to store telemetry data.,0,0,0,1,0
"FTSS shall only allow a single task residing on each specified virtual group to ""open"" the respective end of the pipe.",0,0,0,0,1
The system shall be easy to use by the Program Administrators/Nursing Staff Members.,1,0,0,0,0
Users shall feel satisfied using the product. 85% of all users will be satisfied with the product.,1,0,0,0,0
National values shall be applicable to a defined area,0,0,1,0,0
The character set used shall support different languages.,0,1,0,0,0
Visual and acoustic warnings to the driver about possible intervention from ETCS shall be given to enable the driver to react and avoid intervention.,0,0,1,0,0
"The Cab radio shall pass electrical tests as defined in [IEC 571 parts 1, 2 and 3]. (M)",0,1,0,0,0
Facilities shall be provided to prevent unauthorised calls to mobiles either by functional number or MSISDN number from outside the EIRENE network. (M),0,1,0,0,0
"Offers answers to the questions: ""how can I contribute to society and how much money can I make with a computer science degree?""",0,1,0,0,0
The ETCS trainborne equipment shall indicate on the DMI the information regarding pantograph and power supply.,0,0,1,0,0
"On each ICP, the FTPP system shall configure the Radstone firmware to perform the IBIT tests shown in Table, ICP IBIT Table.",0,0,0,0,1
"The TCS shall as a minimum, allow Operator(s) to print freeze-frame video, C4I Messages, Mission Plans, FD/L information, and current map display.",0,0,1,0,0
The system shall prevent malicious attacks including denial of service.,1,0,0,0,0
"Where available, the functional identity of the calling party shall be displayed. (M) Receive incoming group or broadcast voice call",1,0,0,0,0
.25vi The Cab radio should be capable of selecting the mobile radio network automatically from a list of suitable networks (see section 10.5). (O),0,0,1,0,0
Direct mode equipment shall be capable of operation in the channels defined in table 15-1. (M),0,1,0,0,0
The TCS states shall not exist concurrently. Figure 3.1-1 shows the existing states of the TCS.,0,0,0,1,0
It shall not be necessary to scrub memory that is not used by the flight software.,0,0,0,1,0
"The Get Real site should work and be tested against IE, Firefox and Netscape.",0,1,0,0,0
The product must be able to interface with various email servers. The product shall be able to send email.,0,1,0,0,0
"In order to provide interoperability, Cab radios will be members of a number of standard groups:",0,0,1,0,0
"The FTPP system shall configure the Radstone processor to halt processing if any of the MPE tests, mentioned in Table, ICP IBIT Table, fail.",0,0,0,0,1
The system should adopt standardized formats and common metadata elements,1,0,0,0,0
User should be able to mail any report to management.,0,0,0,0,1
"Following successful completion of Train Data Entry, the driver shall be able to perform shunting movements or train movements.",1,0,0,0,0
Equipment should default to operation on the common access channel (direct mode channel 1) on entry into direct mode. (O),0,1,0,0,0
Redundancy Management shall perform memory alignment on a major frame boundary upon successful synchronization of all members of the FCP virtual group.,0,0,0,0,1
Some of the general requirements which have a direct effect on the software are here explicitly transformed into software constraints. These are:,0,1,0,0,0
98% of the user workstations shall meet the minimum software requirements prior to implementation,0,1,0,0,0
The driver shall be warned (by audible and visual indications) if a train with the same train number is already registered on the same network. (M),0,0,1,0,0
"Data exchange should support analysis and information sharing of possible health events at all levels of public health (e.g., national, state, local).",0,1,0,0,0
"The Scheduler in the FTPP shall keep all redundant copies of a process, which are executing in different computers, in synchronization.",0,0,0,0,1
The performance of the confirmation procedure shall not be dependent upon the current use of the mobile and shall not overload the network. (M),0,0,0,1,0
"The flight NE shall be designed and constructed so that no part of any component shifts in setting, position, or adjustment.",0,0,0,0,1
The system should be designed to have satisfactory performance even in Police Stations connected on low-bandwidth,1,0,0,0,0
The system should work even in an offline mode with the critical functionality,1,0,0,0,0
Switch off shall be soft so that the Cab radio completes the following housekeeping functions before actually switching off: (M),0,1,0,0,0
The railway specific services to be supported are listed in table 2-4.,0,1,0,0,0
The system shall provide searching ability to the users to quickly find specific topic material through the online help tool.,0,1,0,0,0
If the leads score falls within the low average then it will be returned to the supplying vendor,0,1,0,0,0
The data mentioned in requirement and any other Draper-provided telemetry data shall fit within Draper's allocated telemetry budget of 5000 bits/sec.,0,0,0,0,1
The audit report shall be available to other adjusters at later points in time.,0,1,0,0,0
Explore a wide range of pre-college technology programs and courses for high school students.,0,1,0,0,0
"Program instructions should easy to understand, abstract but clear.",1,0,0,0,0
"The FTPP system shall configure the Radstone ICP/PMC1553 card to continue processing if any of the Initial BIT tests mentioned in Table, ICP/PMC1553 IBIT Table, fail.",0,0,0,0,1
AV telemetry data shall be available to support other TCS functions as required.,0,0,1,0,0
"For mission planning, the TCS shall provide terrain avoidance warning and minimum reception altitude calculations for line of sight flights.",0,0,1,0,0
There can be only one user per machine.,0,1,0,0,0
EIRENE mobile equipment shall be capable of being stored (ie without being operational) at temperatures down to -40°C without any permanent damage. (M),0,1,0,0,0
Deregistration shall only be performed by the subscription identified by the MSISDN number which is associated with the functional number. (M),0,1,0,0,0
"Location information may be provided by systems external to the radio system, for example ground-based systems such as track circuits. (I)",0,1,0,0,0
"Draper shall deliver FTSS engineering release version 5/6, and any subsequent versions of the FTSS software, via CD-ROM.",0,0,0,0,1
The main window shall provide the following parts:,0,1,0,0,0
"The TCS shall provide the capability to modify the maximum number of threats displayed, when de-clutter is selected.",0,0,1,0,0
The system shall validate credit cards against fraud,0,0,1,0,0
1. The FTSS shall configure each MPCC to perform MPE Tests as shown in Table 3.2-5.,0,0,0,0,1
"The following supplementary services, identified in section 2, are to be supported for each type of mobile radio:",0,1,0,0,0
The product shall record different meeting types.,0,1,0,0,0
"The presence, or absence of, an NEFU ICP shall not impact the FTSS software (i.e., the FTSS ICP load will not be different).",0,0,0,1,0
It shall be possible to register and deregister a functional number in the following way:,1,0,0,0,0
"As a minimum, TCS shall provide Startup FD/L for the operator workstation.",0,0,1,0,0
A connection of Railway emergency priority (see section 10.2) shall be established to a pre-determined set of receiving mobiles and controller(s). (M),1,0,0,0,0
RAM scrub shall not scrub the area used for telemetry data.,0,0,0,1,0
"Measures should be taken to reduce the risk of theft of radio equipment. Examples of such measures include physical protection, alarms and access control measures. (I)",0,0,1,0,0
The internal (within the IOC) implementation of this database is to be based on EPICS. The implementation within the host workstation is TBD.,0,1,0,0,0
"Communication services shall provide the capability to create ""pipe""s which ""broadcast"" their messages to all virtual groups.",0,0,0,0,1
A network service availability indication shall be provided to the user. (M),0,0,1,0,0
The number of web pages navigated to access product information from the top page should not exceed x.,0,0,0,1,0
"if the scheduler determines that a task did not finish within its specified rate boundary, the scheduler shall signal that a task overrun occurred.",0,0,0,1,0
The product shall be intuitive and self-explanatory. Nine out ten users shall be able to successfully complete a game with no training.,1,0,0,0,0
