Text,Subjective,Ambiguous,Nonverifiable,Negative,Vague
"Where a change of functional number is required, it shall be possible for the user to    
initiate the change. (M) 
Store/retrieve numbers and their details				",-,-,details,-,-
"It  shall  be  possible  for  the  user  to  find  and  display  stored  numbers  and  their    
information. (M) 				",-,-,information,-,-
"It shall be possible for the user to store and/or overwrite numbers and their details in    
the radio. (M) Computer interface 			",-,-,detail,-,-
"A standard data interface should be provided to allow a computer to be connected to    
the radio. (O) 				",standard,-,-,-,-
"
The Operational radio should be capable of withstanding exposure to the following extreme environmental conditions: (O) 
					",-,-,condition,-,-
"The  Operational  radio  shall  be  of  a  rugged  design  suitable  for  use  in  the  railway 
environment by operational railway personnel. (M)	",suitable,-,-,-,-
"Controls  shall  be  designed  such  that  they  are  suitable  for  use  by  people  wearing 
gloves. (M) 			",-,-,suitable,-,-
"Controls shall be designed for use in a wide range of conditions, eg splash proof and 
suitable for viewing in direct sunlight and in darkness. (M)			",-,-,wide range*wide,-,-
The Operational radio should be suitable for use with a car adapter kit. (O)  			,-,-,suitable ,-,-
"The MMI shall be suitable for use by day and night. (O) 
					",day*night,-,suitable ,-,-
The emergency button shall be designed to avoid accidental use. (M) 				,-,accidental,-,-,-
"If shunting mode is implemented, the link assurance button shall be designed to avoid 
accidental use. (M) 		",-,accidental,-,-,-
A dedicated Push-To-Talk button shall be provided. (M) 				,-,-,-,-,-
"A visual and audible alarm shall be given when the remaining capacity of the battery is 
such as to enable only 10 minutes of full duplex call time. (M) 				",-,audible ,such,-,-
"An  audible  indication  should  be  provided  to  the  user  if  the  network  service  is  no 
longer available. (O) 				",-,-,-,-,-
"Detailed  specification  of  controller  equipment  and  the  interface  between  such 
equipment and the EIRENE network is at the discretion of the railway operator. (I)				",-,Detailed ,-,-,-
The primary controllers MMI should provide the following functionality: (O) 			,-,-,-,-,-
"For post incident analysis, the controller equipment should provide the possibility to 
record all operational speech and data calls. (O)",-,possibility,-,-,-
"At  the  detailed  level,  different  controllers  may  have  specific  addressing  needs,  eg 
catering controllers will need to call specific vehicles in a train. (I) 			",-,-,specific*specific,-,-
"The controller equipment must be designed to function correctly in a railway operating 
environment, such as control centres and signal boxes. (I)			",-,-,such,-,-
"The  EIRENE  system  shall  enable  users  to  originate  and  receive  calls  by  functional 
number. (M) 				",-,  functional ,-,-,-
 The use of train numbers to address trains shall not result in any ambiguities. (I) 			,-,-,-,not,-
"The use of engine/coach numbers to address trains shall not result in any ambiguities. 
(I)				",-,-,-,not,-
Every on-engine/coach function shall be identified by a unique standard number. (M),standard ,-,-,-,-
Every maintenance team number shall be based on an association of: (M) 				,-,-,-,-,-
"
Group  call  service  areas  shall  be  freely  configurable  within  the  operational 
responsibility of each railway network. (M) 
					",-,freely,-,-,each
"In some countries, train numbers are alphanumeric. Support for such numbers is not 
required for interoperability. (I)	",-,-,-,not,such
"  Telephone numbers can be defined on a national basis, but codes for certain functions 
shall be used on an international basis in order to allow interoperability. (M) 		",international ,-,-,-,-
"To provide interoperability between the fixed railway networks within the EIRENE 
network, standardisation of UIC group numbering will be required. (I)			",-,-,-,-,-
" In network boundary areas, the pre-defined local area shall be allocated on a bilateral 
basis. (M)		",-,-,-,-,-
"  Authorised users within the EIRENE network shall be able to receive calls from calling 
parties outside the EIRENE network. (M) 
				",-,-,-,-,-
" The lowest priority ongoing call shall be pre-empted before that of a higher priority. 
(M) 
				",-,-,-,-,that
"Any  implementation  of  such  call  restrictions  shall  not  affect  international 
interoperability. (M) 		",-,-,-,-,such
"A mobile may be a member of a number of groups. It shall be possible to activate or 
deactivate the mobiles subscription to these groups. (M) 			",-,-,-,-,these*it
" Activating a group on the mobile shall allow a user to receive a call from that group. 
(M) 			",-,-,-,-,that
"Deactivating  a  group  on  the  mobile  shall  prevent  a  user  receiving  calls  from  that 
group. (M)  			",-,-,-,-,that
"In  order  to  provide  interoperability,  Cab  radios  will  be  members  of  a  number  of 
standard groups:",-,-,standard,-,-
"Authorised networks shall be listed (or automatically selected if automatic selection 
has been enabled) in the following order: (M)					",-,-,-,not,-
"Where EIRENE facilities are not available within the currently selected network, the 
user shall be given a visible indication. (M)				",-,-,-,-,-
" The access matrix defines which subscribers are able to contact which other subscribers 
within the EIRENE network. (M) ",-,-,-,-,-
"Other  uses  of  functional  addressing  will  include  identifying  on-train  functions  and    
other users performing particular roles such as shunting team leaders, maintenance 
team members, etc. (I) 			",-,-,-,-,-
"It shall be possible to assign up to a minimum of 3 functional numbers to an EIRENE    
user at any one time. (M)				",-,-,-,-,-
"A user shall be able to set up a functional number on one network, and cancel the    
number from another network. (M)			",-,-,-,-,-
"The functional number shall consist of numeric characters only. (M)    
					",-,-,-,-,-
"If  alphanumeric  numbers  are  applied  by  a  national  railway,  the  railway  will  be    
responsible for the translation to unique numeric functional numbers compatible with 
the EIRENE specification. (I)			",-,-,-,-,-
"For broadcast and group voice communications, the functional identity provided shall    
be that of the broadcast or group identity. (M) 
					",-,-,-,-,-
"The functional addressing scheme shall be supported by a straightforward procedure    
for registration of functional numbers. This procedure shall be carried out by the user 
on commencement of the functional role. (M)				",straightforward,-,-,-,-
"It should be possible for the system to prevent certain types of users from registering 
functional numbers that they are not authorised to use, for example: (O)		",-,-,certain,-,they
"It shall be possible to register up to ten functional numbers to items of equipment    
physically connected to the Cab radio within 30 seconds. (M) 
					",-,-,-,-,-
"The  registration  procedure  shall  provide  a  means  to  prevent  mis-allocation  of    
functional numbers during registration. (M)			",-,-,-,-,-
"The functional number deregistration facility shall be supported by all EIRENE user    
equipment. (M) ",-,-,-,-,-
"Location dependent addressing shall be provided to route calls for a given function to 
a destination number that is dependent upon the users location. (M)			",-,-,-,-,-
"The functions to which calls shall be routed based upon the location of the mobile shall 
include: (M)			",-,-,-,-,which
"When  operating  with  location  dependent  addressing,  no  manual  action  shall  be 
required to update the system when a mobile moves between locations. (M)			",-, dependent ,-,-,-
"The aim of this section is to define the features and level of performance required for 
this service in order to ensure interoperability. (I)",-,-,-,-,-
" If a message is safety related, the safety mechanisms will be included at the application 
level and do not concern the EIRENE system. (I) 
				",-,safety,-,not,-
" The maximum length of a message segment shall be 96 characters. A message can 
include several segments. (M)		",-,-,several ,-,-
" The text message facility shall not interfere with the ability of users to use the radio. 
(M) 		",-,-,-,not,-
"A standard data interface between the mobile and the application module shall be 
provided. (M) 		",standard,-,-,-,-
"This section describes the handling of high priority voice calls for railway operational 
emergencies and does not cover public emergency calls (ie handling of 112 calls). (I)			",-,-,-,not,-
" The type of call initiated shall be determined automatically, based upon the mode of 
operation of the radio. (M)	",-,automatically,-,-,-
"The appropriate ERTMS/ETCS RBC should be informed when a Train emergency call 
is initiated. (O) 
Shunting emergency call 	",-,-,-,-,-
A connection of Railway emergency priority (see section 10.2) shall be established to a pre-determined set of receiving mobiles and controller(s). (M)		,set ,-,-,-,-
"During this period the user shall be provided with an audible and visual indication 
that the system is trying to connect the call. (M) 
					",-,-,-,-,this*that
"After  the  30  second  period,  if  the  connection  was  unsuccessful,  the  system  shall 
provide another audible and visual indication that it was unable to connect the call. 
(M) 
					",-,-,-,-,-
"A continuous visual indication that the emergency function has been activated shall be    
provided at the originating and all receiving terminals. (M) 
					",-,-,-,-,-
"A speech connection shall be established immediately following the warning tone, to    
allow the originator of the emergency call, to give information concerning the nature of 
the emergency. (M) 		",-,immediately,-,-,-
"Speech should be possible to allow a controller receiving the warning tone to give 
information. (O)				",-,-,-,-,-
"Additionally,  speech  should  be  possible  to  allow  other  mobile  users  receiving  the    
warning tone to give information. (O)  
					",-,Additionally,-,-,-
"If the radio loses contact with the network, the mechanism shall commence as soon as 
possible on regaining communications, for up to a maximum of 5 minutes without 
achieving contact. (M) 
				",soon,-,possible ,-,-
" For Railway emergency calls received by a mobile, the automatic confirmation message 
of the receiving mobile shall contain: (M)				",-,-,-,-,-
"The  confirmation  message  shall  be  received  at  the  central  location  with  a  99% probability of success within 5 minutes of call termination. (M) 
				",success,-,-,-,-
"The  performance  of  the  confirmation  procedure  shall  not  be  dependent  upon  the 
current use of the mobile and shall not overload the network. (M)  
				",-,-,-,not,-
"There  is  a  requirement  to  regulate  the  membership  of  shunting  groups  to  prevent 
uncontrolled membership. (I) 
				",regulate,-,-,-,-
"Within the shunting group, it shall be possible for only one member of the group to 
transmit the link assurance signal at any time. (M) 
				",-,-,-,-,-
"The link assurance signal shall be used to provide an audible indication to all group 
members. For the driver, this indicates that the radio link is operational. (M)		",audible,-,-,-,-
"If a user, other than the shunting leader, attempts to make another call whilst being an    
active member of a shunting group, the attempt shall be ignored. (M)	",-,-,-,-,other
"The shunting leader shall then be able to allow the external user to join the shunting 
communication. (M) 
				",-,-,-,-,-
"National railways will be responsible for limiting the availability of equipment that is 
capable of taking part in shunting communications to persons that are authorised to 
engage in such communications. (I) 
				",-,-,-,-,-
"In order to fulfil the requirements of some railways, it should be possible to provide an 
alternative means of link assurance indication. (O) 
				",-,-,possible,-,-
"Operating flexibility: 
					",-,-,-,-,-
"Management flexibility: 
					",-,-,-,-,-
"Implementation  of  direct  mode  is  optional.  Where  the  facility  is  provided,  the 
following requirements are mandatory. (O) 
				",-,-,-,-,-
"Master Password has no limits in length. A whole sentence can be used with more than 100 characters.
",-,-,-,-,-
"
There must be entries in the database in order for them to be printed
",-,-,-,-,them
"
A subgroup cannot be created when no group is selected
",-,-,-,not,-
"
A name is required in order for the group/subgroup to be renamed
",-,-,-,-,-
"
In order to find something in a group a word must be placed in the find field
",something,-,-,-,-
"
An entry must be selected to be viewed or modified",-,-,-,-,-
"
When the password field is changed the repeat password field must be Changed and be identical with password field
",-,-,-,-,-
"An internet connection and a browser are required in order to download new language translations
For the following features, use cases are not included",-,-,-,not,-
"
The prefix “Auto-Type:” is required in front of each sequence
",-,each,-,-,-
"If two auto-types are referred in one note field, only the first is used",-,-,-,-,-
"
If there is a composite key, both master password and key file are required
",-,-,-,-,-
"There is no backdoor or key that unlocks all databases
",-,-,-,-,-
"
When a TAN is used, it expires automatically and can never be used again.
",-,automatically,-,-,-
"Must use a SQL based database. SQL standard is the most widely used database format. Restricting to SQL allows easy of use and compatibility for Web Store.
            ",-,widely,-,-,-
Assume Yoggie will freeze the baseline of the USB system after delivery.,-,-,-,-,-
 Upon the USB being plugged in the system shall be able to be deployed and operational in less than 1 minute.,-,-,-,-,-
The system shall be able to handle 1000 customers logged in concurrently at the same time.,-,-,-,-,-
The system shall be able to retrieve 200 products per second.,-,-,-,-,-
The system shall be able to add product to shopping cart in less than 2ms.,-,-,-,-,-
The system shall be able to email customer and vendor in less than 1 second.,-,-,-,-,-
The system shall be able to validate credit card in less than 2 seconds.,-,-,-,-,-
The system shall be able to acquire shipping charges in less than 2 seconds.,-,-,-,-,-
The system shall be able to restore 1000 records per second.  ,-,-,-,-,-
The system will do periodic backups through a live internet connection.      ,periodic,-,-,-,-
The system shall validate credit cards against fraud                  ,-,-, validate ,-,-
The system shall encrypt all sensitive information via https.,sensitive,-,-,-,-
 The system shall auto detect IP DOS attacks and block IP automatically.,-,-,-,-,-
"For returning customers, the system shall validate 'existing' credit card in system after each log in.",-,-,-,-,-
The system shall automatically compress image files that are too large in size.,-,-,too large,-,-
The system shall validate email address existence.                       ,-,-,-,-,-
The system shall be easy to use                    ,easy,-,-,-,-
The system shall be easy to learn,validate ,-,-,-,-
The system shall employ easy to locate buttons,-,-,-,-,-
The system shall prompt customer with friend easy to read error messages.,easy,-,-,-,-
The system shall utilize consistent symbols and colors for clear notifications.,-,-,consistent*clear,-,-
The system shall utilize interchangeable plugins.,-,-,interchangeable,-,-
The system shall be easily updatable for fixes and patches.,easily,-,-,-,-
The system shall be easy to upgrade.        ,easy,-,-,-,-
The system shall be extremely portable via the usb drive.                       ,-,extremely ,-,-,-
The system shall be easy to migrate or backed up via another usb drive.                         ,another ,-,-,-,-
The system should be able to run under debug mode.,-,-,-,-,-
The system hardware shall be fixed and patched via an internet connection.,-,-,-,-,-
Yoggie shall coordinate on future enhancement and features with our organization.,-,-,-,-,-
The system shall adhere to the following hardware requirements:,-,-,-,-,-
"Resource provisioning, delegation and reservation policies are in place",-,-,-,-,-
Web servers have already replicated necessary content.,-,already ,-,-,-
Mediator works in conjunction with the PA to establish negotiation.,-,-,-,-,-
Malicious requests are identified and acted upon.,-,upon,-,-,-
There are existing policies for long-term peering arrangement.,-,-,long-term,-,-
There is procedure to perform short-term negotiation.  ,-,-,short-term,-,-
Negotiation is established between selected CDN peers.,-,-,-,-,-
Primary CDN has already acquired sufficient external resources.,-,-,sufficient ,-,-
Functional policies are identified and deployed.,-,-,-,-,-
Effective content delivery is ensured through SLA satisfaction.,Effective ,-,-,-,-
Policies are in place to perform renegotiation for problem resolution.,-,-,-,-,-
Some of the general requirements which have a direct effect on the software  are here explicitly transformed into software constraints. These are:,-,general,,-,-
"I think you should include Rick’s information about complexity criteria here,  so show that we are aiming to achieve as simple as system as we can which meets the  requirements. — Steven.",simple,simple,,-,-
"The various types of data were presented earlier.  This section examines  the input, output, and interrelationships of the various data types.",-,various*various,,-,-
Time synchronization is commonly required among control subsystems.  These commands are to permit appropriate time synchronizations. Times will be  provided in IRIG-B format as UTC. TBD,-,appropriate,,-,-
The following commands are common to all IOC-based subsystems.  (Most control subsystems are IOC-based.) These commands are processed by the  IOC subsystem.,-,common,,-,-
"Regardless of the status of an inactive instrument, it shall not be possible for any of its permitted  actions to adversely impact the active instrument",-,possible,,not,-
All Gemini Software must be designed with human engineering requirements  under consideration. The human engineering requirements for Gemini Software include:,-,human*human,,-,-
In this mode the monitor's screen appears as a duplicate of  that seen by the observer. The monitor's keyboard would not have  any effect on the observer's environment,-,-,,not,'s*'s*'s
There are several means of transmitting commands and data across the  Gemini system:,-,several,,-,-
"Being in itself a distributed telescope system and having a large number of  instruments, the Gemini 8m Telescopes system has internal communication needs.",-,large,,-,-
"These requirements apply to the commands and replies  between sub-systems (including status information requests and replies),  information ﬂow to and from on-line databases, and commands  and software for the IOCs.",-,-,,-,-
"Final storage locations for the data types is presented here, along with  a description of the different databases  that are available.",-,final*different,,-,-
Privileges and protections are also important parameters  to deﬁne user operations.,-,important,,-,-
This could be done at an Gemini 8m Telescopes base facility  during the day.,-,-,,-,-
For each class of developer a speciﬁc set of skills is required.  The following sections list those that would be commonly used.,-,-,,-,-
"Only the development systems are considered here.  Installed systems  are to be chosen later, based on available technology and experiences with the development  systems.",-,only,,-,-
"All accesses to the control electronics hardware will be  through VME IOC's,  using the EPICS software.  No other control interfaces are permitted.",-,other,,no,'s
"These are all topics that would be covered in an EPICS Basics, Building  and Using Applications course.",-,-,,-,-
The Gemini system maintenance philosophy is described in the Software  Management Plan (SMP). Preventative maintenance is scheduled as speciﬁed in the  Gemini Design Requirements Speciﬁcation.,-,-,,-,-
"The different observing modes (interactive, queue-based,  remote-operations and service) impose constraints on software design.",-,different,,-,-
"Regardless of application, the Gemini software exhibits numerous common  attributes. These attributes are described in this section.",-,numerous*common,,-,-
All equipment shall support a programmed adjustment and maintenance  interval of 30 days or longer,-,-,,-,-
The following commands affect the behavior of a subsystem  independently of the speciﬁc task of that subsystem.,-,-,,-,-
Hardware constraints are covered in the individual chapters  the Software Design Description.,-,individual,,-,-
"EPICS consists of a set of core software and a set of optional components.  The core software, i.e. the components of EPICS without which EPICS would not function, are:",-,-,,not,-
"It should be a goal, but not a requirement, that the interface provide support for",-,-,,not,-
"Regardless of application, the software and control systems produced as part  of the Gemini Project Work Packages exhibit numerous common attributes. The speciﬁc  attributes described in this document are:",-,numerous*common,,-,-
"Within the OCS, all commands are represented as ASCII strings.  Fields within the command are labelled and nesting is permitted using braces ({ , }).  For example, a typical command might be:",-,typical,,-,-
Some subsystems may need to obtain information from other systems  within the Gemini control system. This access is accomplished using the same  communication and database access commands as given above.,-,other*same,,-,-
There are a number of general constraints placed on the Gemini Software.  These are:,-,general,,-,-
The computer hardware used for development must conform to  the following:,-,-,,-,-
"Standard interfaces to the control electronics shall be available, in the form of:",-,standard,,-,-
The Gemini 8m Telescopes software must interface to the external software  and clearly the interfaces are fully part of the  Gemini 8m Telescopes software.,-,external,,-,-
In the last case they will use a remote User interface to  submit commands to the Gemini 8m Telescopes scheduler at the Gemini  8m Telescopes site.,-,last,,-,-
The interpretation of this table is that we should discover the failure of a  subsystem 90% of the time before the failure impacts observing.,-,-,,-,-
"This has to be deﬁned in [SMP] and [SCP] (see Applicable Documents, Section 1.3),  which will cover:",-,-,,-,-
These constraints recognize that the majority of the expense in changing  hardware standards is the cost of the software. Particular constraints are:,-,particular,,-,-
The internal (within the IOC) implementation of this  database is to be based  on EPICS. The implementation within the host workstation is TBD.,-,internal,,-,-
The following sections describe the Monitor Temperature component of the THEMAS system.,-,-,,-,-
The valid temperature range value shall reside in an initialization file. This procedure shall read the initialization file and establish the valid temperature range from the data in it.,-,-,,-,-
"When the current temperature value exceeds the current temperature setting by a pre -defined amount, the THEMAS system shall activate the appropriate heating or cooling unit.s",-,current*current*appropriate,,-,-
The THEMAS system shall only respond to temperatures that are within a reasonable value.,-,only*reasonable,,-,-
Temperature Trigger Exceeded Temperature Limit Exceeded,-,-,,-,-
There shall be a maximum number of heating or cooling u nits that can be on at any given time. This procedure loads the maximum number of concurrently running units allowed.,-,maximum*maximum,,-,-
The THEMAS system shall ensure the temperature reported by a given thermostat shall not exceed a maximum deviation value of 3 degrees Fahrenheit.,-,maximum,,not,-
Each thermostat shall have a unique identifier by which that thermostat is identified in the THEMAS system. This procedure will load these definitions into the THEMAS software.,-,-,,-,-
The overtemperature values shall reside in an initialization file. This procedure shall read the initialization file and establish the overtemperature value from the data in that file.,-,-,,-,-
The THEMAS system shall only respond to temperatures from the thermostats that are within the specified valid range.,-,only,,-,-
The trigger value is used in combination with the current temperature to determine when a heating or cooling unit shall be turned on or off.,-,current,,-,-
Heating Unit Signal Cooling Unit Signal Unit Status System Events,-,signal*signal,,-,-
"For each event that is generated, the THEMAS system shall identify each event and generate the appropriate event data.",-,appropriate,,-,-
**DELETED** [SSS260] **DELETED** [SSS261] **DELETED**. [SSS262] **DELETED** [SSS263] **DELETED**. [SSS264] **DELETED** [SSS265] **DELETED** [SSS267],-,-,,-,-
The TCS shall be sea transportable. [SSS523],-,-,,-,-
"The TCS shall have the functionality to determine the location of items of interest within the payload field of view, and express these locations in coordinates acceptable for military applications. [SSS207]",-,acceptable,,-,-
"The TCS data latency shall not be greater than that present in the Predator ground control station or Outrider ground control station, whichever is smaller. [SSS409]",-,present,,not,whichever
The TCS shall be capable of operating continuously in functional Operation Mode for a minimum of 72 hours. [SSS442],-,capable,,-,-
TCS shall be capable of executing workstation and peripheral equipment maintenance software and displaying appropriate status results. [SSS248],-,capappropriate,,-,-
The TCS shall have sufficient throughput to support the processing requirements of the selected data link. [SSS382],sufficient,sufficient,,-,-
TCS shall be capable of executing data terminal maintenance software and displaying appropriate status results. [SSS247],-,capappropriate,,-,-
"The TCS shall provide the functionality to control the power, transmitter signal strength, and frequencies used by ADT for data link communication. [SSS134]",-,signal,,-,-
TCS shall be capable of executing AV maintenance software and displaying appropriate status results. [SSS245],-,capappropriate,,-,-
Only documents that are directly referred to in this document are included in the document lists.,-,only,,-,-
"The interface requirements and specifications will be defined in the TCS to JSIPS-AF IDD, TCS 211.",-,-,,-,-
The TCS shall be air transportable by helicopter (CH-47/CH-53D) and C-130 drive-on/drive-off capable. [SSS522],-,capable,,-,-
"The TCS will provide the necessary hardware and software functionality to allow the TCS to integrate with Service Mission Planners. The Service Mission Planners will consist of AMPS, AFMSS, and TAMPS.",-,necessary,,-,-
"In the Maintenance Operations Mode, if computer workstation Human Computer Interface (HCI) is required, the TCS shall support the following functions: [SSS041]",-,human,,-,-
"The states of operation of the TCS shall include Startup, Operation, and Shutdown. [SSS014] The TCS states shall not exist concurrently. [SSS015] Figure 3.1-1 shows the existing states of the TCS.",-,-,,not,-
All TCS internal data decisions will be left to the design and the requirement specifications for system components.,-,internal,,-,-
"This section not applicable, therefore tailored out.",-,-,,not,-
"The TCS shall provide the necessary hardware and software functionality to allow the TCS to integrate with ATWCS. [SSS305] The interface requirements and specifications will be defined in TCS ATWCS IDD, TCS203",-,necessary,,-,-
TCS shall be capable of executing payload maintenance software and displaying appropriate status results. [SSS246],-,capappropriate,,-,-
The TCS shall display the current search footprint and the search history of the payload on the map. [SSS157],-,current,,-,-
In the Normal Operations Mode the TCS shall support the following functions: [SSS037],-,normal,,-,-
"The TCS shall have the functionality to develop an estimate of the error in computed target coordinates, and associate the error estimate with the appropriate target. [SSS208]",-,appropriate,,-,-
The game statistics is composed of 10 player statistics.,-,-,,-,-
The user must undo and redo its last thousand actions.,-,last,,-,-
There can be only one user per machine.,-,only,,-,-
The number of block movement in incremented of 1. The difference of time of the block movement and the previous recorded time is recorded.,-,previous,,-,-
The user can cancel a movement.,-,-,,-,-
"The Simple Finish Window contains a the following text : ""You win !"" and a pushbutton with the label ""OK"".",simple,simple,,-,-
Leftclicked up on a selected block.,-,-,,-,-
The product must count and display the number of the user' asction.,-,-,,-,'
"The Simple Finish Window is closed. The statistic window is displayed, see chapter 3.2.3.4.",simple,simple,,-,-
Menu disappears. Requirements of the action determines the continuation.,-,-,,-,-
The following statistics are recorded during the game :,-,-,,-,-
The data stored in the statistic file are erased.,-,-,,-,-
The great square is moved at the bottom of the board.,-,great,,-,-
"If the file was correctly updated, there is no ouput. If not, like wrong pemissions or disk full, an error message is displayed.",-,wrong*full,,no*not,-
No qualification is necessary.,-,necessary,,-,-
End of the game (see chapter 3.2.2.1) or menu selection.,-,-,,-,-
Action in question is performed :,-,-,,-,-
New game board display.,-,new,,-,-
The user can redo a movement that has been canceled.,-,-,,-,-
The main window shall provide the following parts :,-,main,,-,-
"The game state becomes ""Block selection"".",-,-,,-,-
"The player clicks on the pushbutton ""OK"".",-,-,,-,-
Open a previous saved game.,-,previous,,-,-
"The product runs as a standalone application. Its user interface uses menus, graphics and sounds.",-,-,,-,-
The product must display a window with all the player' scores.,-,-,,-,'
Save the current game.,-,current,,-,-
The user could erase all the statistics.,-,-,,-,-
Case investigation should be supported by reusable questionnaire libraries that use common terminology (where available) to maximize the efficiency of data exchange.,-,common,,-,-
"Systems supporting OM must allow for dynamic, event-specific case investigation data to be captured.",-,-,,-,-
Systems supporting OM should have the ability to produce individual reports for each emergency team member or investigator.,-,individual,,-,-
"Systems supporting OM should capture information such as the date and time of an activity, activity type, who initiated the activity, and contact information to generate activity logs for management purposes.",-,such,,-,who
"Systems supporting OM should support multiple file formats for import and export, such as databases, spreadsheets, messages, and text files, among others",-,such,,-,-
"Contacts of exposed entities (e.g., people, animals, places) may be traced, investigated, and monitored.",-,-,,-,-
"Each investigation subject may be associated with exposure contacts, including unambiguous links to contacts in other jurisdictions.",-,other,,-,-
"Because attributes of both case and exposure data may describe the same entity, systems supporting OM must have the ability to avoid capturing redundant entity demographic information.",-,same,,-,-
"Contraindication information should be collected to indicate why vaccinations, treatments, or antidotes may not have been administered or why the patient may not have complied with prescribed interventions.",-,-,,not*not,-
Systems supporting OM should track the changes made to the status of case records as a result of changes in the case definition.,-,-,,-,-
Configuration management protocols and personnel should be identified to support multiple deployment options.,-,-,,-,-
"Systems supporting OM should be able to receive, parse and process messages for laboratory test request responses, in accordance with PHIN Laboratory Test Order Response Message Implementation Guide, available at www.cdc.gov/phin.",-,available,,-,-
Bar-coding should be supported for the capture of detailed specimen/sample data to improve the quality and efficiency of data collection.,-,-,,-,-
"The following high-level data requirements are necessary to ensure that the data being collected, analyzed, and reported to support OM are clearly defined.",-,necessary,,-,-
"Systems designed to support OM must offer configuration flexibility so that new data fields, entities, entity types and relationship types may be added to capture information unique to each particular health event.",-,particular,,-,-
"Data exchange should support analysis and information sharing of possible health events at all levels of public health (e.g., national, state, local).",-,possible*national,,-,-
"Systems supporting OM should be able to exchange messages for laboratory results with systems supporting surveillance, early event detection (EED), and other preparedness areas.",-,other,,-,-
"Travel history data to be collected for an animal or object should include shipping invoices, animal shelter delivery and adoption receipts, and delivery schedules (including delivery vehicle and driver information).",-,-,,-,-
"Systems supporting OM should support multiple deployment options (e.g., client server, disconnected, and potentially web based).",-,-,,-,-
"If the specimen/sample collection record does not exist, the laboratory result must be linked to the subject by the Subject ID.",-,-,,not,-
"Follow-up data may be received from take response exams of persons who received a countermeasure that requires such an exam (i.e., smallpox vaccination).",-,-,,-,who
"Demographic information should be collected about the investigator, including their name, address, and contact information, so that the investigator may be contacted to answer questions or to provide additional information.",-,-,,-,-
Systems supporting OM must be able to accept data from other partner systems supporting OM.,-,other,,-,-
"Systems supporting OM should have the ability to produce pre-formatted queries and reports to allow faster and more accurate reporting, while still allowing the flexibility of ad-hoc reporting.",-,accurate*still,,-,-
"Food sample data should include information about the lot number, batch number, manufacturer name, shipping invoice, temperature, sample type (e.g., dairy – milk, red meat, spice), and product storage condition.",-,-,,-,-
"Other descriptive details may be captured, such as occupation and work history.",-,other,,-,-
"Systems supporting OM should be capable of using configurable, domain-specific vocabulary.",-,capable,,-,-
Systems supporting OM should allow for analytical searches based upon multiple criteria.,-,-,,-,-
"Systems supporting OM must support capturing dynamic, event-specific data that describes contact between two subjects.",-,-,,-,-
"Systems supporting OM should have the ability to compare characteristics of exposed and non-exposed (i.e., controls) persons.",-,-,,-,-
Monitoring data should be collected about cases and exposed individuals who are isolated or quarantined because of a health event.,-,-,,-,who
"Systems supporting OM must support dynamically defined associations between entities for the purpose of defining relationships. For example, person-to-person (e.g., family relationship, exposure relationship), person-to-place (e.g., household, common place), animal-to-person, object-to-place, person-to-travel.",-,common,,-,-
Systems supporting OM should provide a manual or automatic means of updating the status of case records as the case definition changes.,-,automatic,,-,-
Systems supporting OM should be able to electronically record and store data from remote devices that may be uploaded to an aggregating system.,-,-,,-,-
Protocols and personnel should be identified to support the set-up and configuration of laptops and other field devices used in OM investigations.,-,other,,-,-
Systems supporting OM should provide the ability for computers in disconnected mode to reconnect to a server to share OM data among other computers that operate in disconnected mode.,-,other,,-,-
Follow-up data should be collected from subjects or their proxies to track symptoms and compliance with recommended treatment plans or prophylaxis.,-,-,,-,-
Countermeasures that have been administered must be linked to the entity that was administered the countermeasures.,-,-,,-,-
"As a minimum, call routing using location dependent addressing shall be based on the use of short codes in conjunction with cell dependent routing. (M)",-,short*dependent,,-,-
National EIRENE Numbers are used to set up calls within a single GSM-R network. (I),-,national,,-,-
The Service Area shall be defined on a national basis. (M),-,national,,-,-
Battery requirements shall be met based on full power during transmission and assuming hourly periodic location updating. (M),-,full,,-,-
References for all sections are included in appendix A. (I),-,-,,-,-
Figure 5-3 shows an example of how the Train Interface Unit may be implemented: (I),-,-,,-,-
A means of directed network selection should be provided to ensure that the MS registers with the required network. (O),-,-,,-,-
The purpose of shunting mode is to provide an effective means of communication to a group of personnel who are involved with a shunting operation. (I),-,effective,,-,who
The Operational radio shall be suitable for use with a car adapter kit. (M),-,suitable,,-,-
"Sections 13 to 15 describe the implementation of emergency calls, shunting mode and direct mode. (I)",-,direct,,-,-
"For consistent working on public networks and in international roaming, the use of access classes in a railway network shall comply with the GSM specification. (M)",-,consistent*international,,-,-
A Railway emergency call shall be initiated by using the appropriate function code for the required type of Railway emergency call (see Table 9-8). (M),-,appropriate,,-,-
This section identifies the system requirements for the EIRENE Cab radio. It defines how the functionality is to be provided by the Cab radio system and the man-machine interface. (I),-,-,,-,-
The logical architecture comprises a number of interfaces between the different EIRENE-MS elements. These are:,-,logical*different,,-,-
It is the responsibility of each individual GSM-R operator to acquire a public domain NDC from their national telecommunications regulator. (I),-,individual*public*national,,-,-
Additional guidelines on testing procedures may be taken from [prEN 50129] and [IEC 1508 part 1]. (I),-,additional,,-,-
"If no valid functional number is available, a fixed length User-to-User Information Element shall be used with the following format: (M)",-,available,,-,-
